tempat_favorit_depok

Kampus B STT-NF, -6.3529191, 106.8277527
Kampus A STT-NF, -6.3627686, 106.8418778
Stasiun Depok, -6.4052543, 106.8146292
Mall Depok, -6.3848263, 106.826827
