WKT,name,description
"POLYGON ((106.7982361 -6.2147591, 106.7983005 -6.2151644, 106.7982576 -6.2156976, 106.7984078 -6.2164656, 106.7983863 -6.2171482, 106.7984292 -6.2177241, 106.7983648 -6.2184707, 106.7983863 -6.2189187, 106.7982361 -6.2195586, 106.7983005 -6.2201559, 106.798279 -6.2204759, 106.7986438 -6.2207319, 106.7990515 -6.2209025, 106.7994163 -6.2211158, 106.8001029 -6.2213505, 106.8005964 -6.2214998, 106.8011114 -6.2217984, 106.8014977 -6.2219264, 106.8018839 -6.2220971, 106.8024633 -6.2223317, 106.8031928 -6.2225664, 106.8033001 -6.222801, 106.8036005 -6.2232063, 106.803858 -6.2235263, 106.804137 -6.2237822, 106.8044159 -6.2241235, 106.8045876 -6.2244435, 106.8048451 -6.2245075, 106.8049953 -6.2244862, 106.8053815 -6.2242515, 106.8055317 -6.2240809, 106.8057034 -6.2238889, 106.8058965 -6.2239316, 106.8064115 -6.2235476, 106.8068621 -6.2232916, 106.8073556 -6.222993, 106.8077204 -6.2227583, 106.8082354 -6.2224384, 106.8087289 -6.2220757, 106.8086216 -6.2218198, 106.808407 -6.2214785, 106.8082783 -6.2211585, 106.8082568 -6.2208812, 106.8082568 -6.2204546, 106.8082568 -6.2200919, 106.8082568 -6.2196226, 106.8082783 -6.2191107, 106.8082997 -6.2187267, 106.8083212 -6.2181721, 106.8083212 -6.2178308, 106.8083427 -6.2173402, 106.8083212 -6.2163163, 106.8083427 -6.2158683, 106.8080852 -6.2158683, 106.8075487 -6.215783, 106.807141 -6.215783, 106.8067977 -6.2156976, 106.80639 -6.2156123, 106.806154 -6.2155483, 106.8061325 -6.2149297, 106.8060896 -6.2146737, 106.8062613 -6.2144604, 106.8063042 -6.2142471, 106.8062827 -6.2139058, 106.8063256 -6.2136498, 106.8061754 -6.2133512, 106.8061754 -6.2130952, 106.8060682 -6.2127965, 106.805639 -6.2129032, 106.8051455 -6.2129672, 106.804609 -6.2130952, 106.8040511 -6.2132658, 106.803343 -6.2134578, 106.8027208 -6.2135645, 106.8021629 -6.2137351, 106.8013475 -6.2139271, 106.8005535 -6.2140764, 106.7997381 -6.2142898, 106.7990944 -6.2144817, 106.7986438 -6.2145031, 106.7982361 -6.2147591))",Polygon 2 - GBK,
