WKT,name,description
"POLYGON ((106.7764504 -6.3158466, 106.778397 -6.3260494, 106.7770237 -6.3321915, 106.7708439 -6.3383336, 106.7722172 -6.3444756, 106.7715305 -6.3533473, 106.7660373 -6.3581242, 106.7577976 -6.3601715, 106.7440647 -6.3629012, 106.7248386 -6.364266, 106.7138523 -6.3731373, 106.7159122 -6.3867852, 106.7117924 -6.3977032, 106.7165989 -6.408621, 106.7275852 -6.4154445, 106.7289585 -6.4297735, 106.7303318 -6.4427376, 106.7234653 -6.4557013, 106.7255253 -6.4652533, 106.7262119 -6.4734406, 106.724152 -6.4836745, 106.7385715 -6.4843567, 106.757111 -6.4911792, 106.7811435 -6.4911792, 106.8038029 -6.4925437, 106.8051761 -6.485039, 106.8223423 -6.4809454, 106.8395084 -6.4857212, 106.8443149 -6.4686647, 106.8676609 -6.4679824, 106.8676609 -6.4543367, 106.884827 -6.4454668, 106.8971866 -6.4516075, 106.9047397 -6.4365968, 106.8923801 -6.4284089, 106.8875736 -6.4372791, 106.875214 -6.4195385, 106.9047397 -6.4147621, 106.9047397 -6.4038445, 106.8937534 -6.401115, 106.8855137 -6.3833732, 106.8992466 -6.3697253, 106.8828804 -6.3683947, 106.8704075 -6.3608539, 106.8725808 -6.3533815, 106.864341 -6.357476, 106.8554146 -6.3513342, 106.8499215 -6.3342731, 106.8437416 -6.3404152, 106.8341286 -6.3397327, 106.8416817 -6.3472396, 106.8341286 -6.3533815, 106.8238289 -6.3547463, 106.8135292 -6.3608881, 106.797623 -6.3629012, 106.7915566 -6.3608881, 106.7941898 -6.3444756, 106.8010563 -6.3321915, 106.8031162 -6.3205897, 106.8073494 -6.3151641, 106.78881 -6.3172115, 106.7764504 -6.3158466))",Polygon 3 - Kota Depok,
